"Date","GMT","Max_TemperatureC","Mean_TemperatureC","Min_TemperatureC","Dew_PointC","MeanDew_PointC","Min_DewpointC","Max_Humidity","Mean_Humidity","Min_Humidity","Max_Sea_Level_PressurehPa","Mean_Sea_Level_PressurehPa","Min_Sea_Level_PressurehPa","Max_VisibilityKm","Mean_VisibilityKm","Min_VisibilitykM","Max_Wind_SpeedKm_h","Mean_Wind_SpeedKm_h","Max_Gust_SpeedKm_h","Precipitationmm","CloudCover","Events","WindDirDegrees"
2012-02-24,"2012-2-24",15,12,10,9,8,7,88,80,63,1029,1027,1026,10,10,10,26,19,NA,0,5,"",258
2012-02-25,"2012-2-25",12,9,7,6,3,2,81,66,51,1029,1027,1025,10,10,10,16,8,NA,0,5,"",308
2012-02-26,"2012-2-26",13,8,4,5,3,1,87,71,51,1029,1028,1027,10,10,10,11,6,NA,0,3,"",256
2012-02-27,"2012-2-27",11,9,7,8,6,3,93,81,76,1027,1025,1023,10,10,7,23,14,NA,0,5,"Rain",246
2012-02-28,"2012-2-28",14,12,10,10,9,8,94,84,72,1025,1024,1023,10,9,5,16,13,NA,0,6,"",252
2012-02-29,"2012-2-29",13,11,10,9,8,8,94,82,72,1025,1025,1024,10,8,4,14,10,NA,0,5,"",235
2012-03-01,"2012-3-1",16,12,8,8,7,5,87,76,55,1028,1026,1024,9,7,5,11,6,NA,0,2,"",254
2012-03-02,"2012-3-2",8,7,5,6,6,4,100,92,81,1028,1025,1020,8,3,0,19,6,NA,0,6,"Fog-Rain",88
2012-03-03,"2012-3-3",14,10,7,8,6,1,100,81,41,1021,1019,1018,10,7,0,23,10,NA,0,5,"Fog-Rain",198
2012-03-04,"2012-3-4",10,7,4,7,4,0,93,85,70,1021,1016,1011,10,10,8,42,14,53,0,5,"Rain",229
2012-03-05,"2012-3-5",9,7,4,1,-1,-3,81,63,43,1023,1020,1018,10,10,10,40,32,60,0,4,"Rain",312
2012-03-06,"2012-3-6",8,6,4,3,2,1,87,78,70,1027,1025,1023,10,10,10,26,16,NA,0,6,"",303
2012-03-07,"2012-3-7",11,8,6,9,4,0,93,76,61,1023,1017,1010,10,9,4,32,19,47,0,4,"Rain",247
2012-03-08,"2012-3-8",11,7,4,3,2,0,76,65,50,1035,1031,1023,10,10,10,23,16,NA,0,2,"",263
2012-03-09,"2012-3-9",11,9,7,7,6,3,82,74,66,1035,1034,1034,10,10,10,24,14,NA,0,5,"",245
2012-03-10,"2012-3-10",15,12,9,9,8,7,93,79,63,1038,1036,1035,10,9,5,19,14,NA,0,3,"",272
2012-03-11,"2012-3-11",15,11,7,8,7,6,93,79,59,1038,1037,1035,10,9,5,10,5,NA,0,5,"",285
2012-03-12,"2012-3-12",12,8,5,7,6,4,93,87,72,1036,1035,1034,9,6,2,14,5,NA,0,5,"",55
2012-03-13,"2012-3-13",10,8,6,6,5,4,93,85,71,1035,1035,1034,10,7,3,14,6,NA,0,7,"",91
2012-03-14,"2012-3-14",11,8,5,5,4,3,93,80,66,1034,1031,1029,10,7,2,14,10,NA,0,8,"",93
2012-03-15,"2012-3-15",17,9,2,8,5,2,100,81,51,1028,1024,1021,9,4,0,21,8,NA,0,6,"Fog-Rain-Snow",168
2012-03-16,"2012-3-16",10,9,9,6,4,3,76,72,62,1022,1019,1015,10,8,5,24,18,NA,0,7,"",235
2012-03-17,"2012-3-17",11,9,8,9,7,5,94,84,76,1015,1013,1011,10,8,5,19,11,NA,0,4,"Rain",208
2012-03-18,"2012-3-18",9,7,5,6,4,3,93,80,66,1027,1017,1011,10,10,6,19,11,NA,0,3,"Rain",291
2012-03-19,"2012-3-19",13,8,3,3,1,0,93,65,41,1035,1032,1027,10,10,8,21,10,NA,0,4,"",254
2012-03-20,"2012-3-20",14,9,5,6,4,2,87,68,55,1035,1034,1033,10,10,10,19,11,NA,0,2,"",252
2012-03-21,"2012-3-21",15,10,6,6,5,4,93,70,51,1036,1034,1032,10,9,6,23,6,NA,0,5,"",70
2012-03-22,"2012-3-22",15,10,5,7,6,4,93,78,48,1033,1029,1027,9,5,3,21,13,NA,0,NA,"",80
2012-03-23,"2012-3-23",19,12,6,10,7,5,93,78,46,1028,1027,1026,9,4,1,14,6,NA,0,3,"",83
2012-03-24,"2012-3-24",17,11,6,10,7,5,100,80,52,1031,1029,1027,10,5,0,19,8,NA,0,5,"Fog",91
2012-03-25,"2012-3-25",12,8,4,7,4,4,100,87,67,1036,1034,1031,10,5,0,14,8,NA,0,5,"Fog-Rain",80
2012-03-26,"2012-3-26",17,10,3,7,4,-1,100,74,34,1037,1036,1036,10,5,0,21,11,NA,0,5,"Fog",86
2012-03-27,"2012-3-27",17,11,5,3,1,-5,76,54,30,1038,1036,1035,10,10,10,16,8,NA,0,NA,"",80
2012-03-28,"2012-3-28",21,13,6,6,2,-2,76,51,23,1035,1032,1029,10,10,10,13,3,26,0,NA,"",38
2012-03-29,"2012-3-29",18,13,9,7,5,3,76,58,40,1029,1028,1026,10,9,8,14,6,NA,0,NA,"",315
2012-03-30,"2012-3-30",18,13,8,8,7,5,87,69,49,1026,1024,1020,10,8,5,16,8,NA,0,5,"",305
2012-03-31,"2012-3-31",11,9,6,6,3,-1,87,69,50,1023,1020,1017,10,9,7,23,13,NA,0,6,"",3
2012-04-01,"2012-4-1",13,8,3,1,-1,-4,87,59,33,1023,1021,1016,10,10,10,13,6,NA,0,2,"",345
2012-04-02,"2012-4-2",15,10,6,4,2,0,76,58,36,1016,1011,1006,10,10,10,14,6,NA,0,1,"",246
2012-04-03,"2012-4-3",13,10,7,7,5,4,93,71,54,1006,1003,1000,10,10,7,16,6,NA,0,3,"Rain-Thunderstorm",254
2012-04-04,"2012-4-4",10,8,5,7,3,0,93,73,50,1016,1007,1001,10,9,5,23,11,NA,0,4,"Rain",130
2012-04-05,"2012-4-5",9,7,4,5,3,0,87,75,58,1020,1019,1016,10,8,5,23,14,NA,0,7,"",54
2012-04-06,"2012-4-6",12,6,1,5,1,-2,87,66,43,1020,1015,1011,10,10,10,23,6,NA,0,5,"Rain",311
2012-04-07,"2012-4-7",10,8,7,7,4,1,93,73,58,1016,1012,1010,10,10,5,16,11,NA,0,6,"",353
2012-04-08,"2012-4-8",14,10,7,9,6,1,100,78,66,1015,1012,1007,10,9,2,24,8,NA,0,5,"Rain",238
2012-04-09,"2012-4-9",11,10,9,9,8,6,94,87,76,1007,997,986,10,10,6,29,19,48,0,5,"Rain",223
2012-04-10,"2012-4-10",13,10,7,9,3,0,88,66,41,994,990,986,10,10,10,29,21,NA,0,2,"Rain-Thunderstorm",238
2012-04-11,"2012-4-11",13,9,5,5,3,1,81,68,47,1001,997,994,10,10,10,16,10,NA,0,3,"Rain",234
2012-04-12,"2012-4-12",12,9,6,5,4,3,87,77,54,1005,1003,1001,10,10,10,16,8,NA,0,3,"Rain-Thunderstorm",240
2012-04-13,"2012-4-13",12,8,4,6,4,2,100,81,54,1006,1005,1004,10,7,0,14,5,26,0,4,"Fog-Thunderstorm",57
2012-04-14,"2012-4-14",11,8,5,6,3,-3,93,70,38,1013,1008,1005,10,9,3,21,10,NA,0,4,"Rain",33
2012-04-15,"2012-4-15",9,6,3,2,1,-3,87,67,43,1026,1020,1014,10,10,10,24,14,40,0,2,"Rain",357
2012-04-16,"2012-4-16",11,6,2,1,-2,-5,87,59,33,1027,1024,1019,10,10,10,21,8,NA,0,1,"",303
2012-04-17,"2012-4-17",14,10,6,7,3,-2,93,68,41,1018,1002,993,10,10,8,39,19,52,0,4,"Rain",211
2012-04-18,"2012-4-18",11,9,7,7,6,3,93,81,67,993,982,977,10,10,7,27,18,47,0,5,"Rain",170
2012-04-19,"2012-4-19",11,9,7,7,6,5,93,85,76,990,984,979,10,9,5,23,18,NA,0,5,"Rain",245
2012-04-20,"2012-4-20",13,9,6,6,4,3,93,77,51,995,993,990,10,10,8,29,14,39,0,3,"Rain-Thunderstorm",236
2012-04-21,"2012-4-21",13,9,5,5,3,1,87,69,44,1002,997,994,10,10,10,29,16,NA,0,3,"Rain",250
2012-04-22,"2012-4-22",15,10,6,6,4,2,87,74,42,1003,1002,1001,10,10,10,37,16,NA,0,3,"Rain",239
2012-04-23,"2012-4-23",10,9,8,7,6,3,93,82,62,1002,995,990,10,10,9,26,16,NA,0,5,"Rain",131
2012-04-24,"2012-4-24",12,9,7,7,4,3,93,75,54,999,997,992,10,9,5,23,13,NA,0,5,"Rain",325
2012-04-25,"2012-4-25",13,9,6,9,7,4,93,83,67,998,988,983,10,10,8,34,16,52,0,5,"Rain",146
2012-04-26,"2012-4-26",14,11,9,8,6,4,87,72,51,1004,994,985,10,10,6,37,24,61,0,4,"Rain",206
2012-04-27,"2012-4-27",15,12,10,9,7,4,87,72,48,1015,1010,1004,10,10,8,26,16,NA,0,4,"Rain-Thunderstorm",224
2012-04-28,"2012-4-28",10,8,7,8,7,5,100,89,82,1016,1015,1012,10,9,5,23,10,35,0,6,"Rain",31
2012-04-29,"2012-4-29",16,11,6,11,7,5,94,81,55,1011,1005,1002,10,9,4,27,19,50,0,5,"Rain",83
2012-04-30,"2012-4-30",17,13,9,10,7,5,88,68,48,1015,1013,1007,10,10,10,29,16,NA,0,1,"Rain",105
2012-05-01,"2012-5-1",17,13,11,12,11,8,94,83,59,1021,1016,1013,10,8,4,27,14,NA,0,5,"Rain-Hail",80
2012-05-02,"2012-5-2",14,12,10,11,8,6,94,85,63,1021,1019,1015,10,9,4,16,11,NA,0,6,"Rain",340
2012-05-03,"2012-5-3",9,8,8,8,7,7,93,89,87,1015,1012,1009,10,9,4,13,8,NA,0,6,"Rain",3
2012-05-04,"2012-5-4",9,8,7,7,6,5,93,85,76,1008,1007,1006,10,9,6,14,8,NA,0,6,"Rain",3
2012-05-05,"2012-5-5",10,8,6,6,3,1,87,71,54,1012,1010,1007,10,10,10,23,14,NA,0,5,"Rain",38
2012-05-06,"2012-5-6",9,7,6,5,3,0,87,76,57,1017,1014,1012,10,10,10,14,10,NA,0,6,"Rain",48
2012-05-07,"2012-5-7",15,10,6,10,6,4,94,77,63,1017,1014,1010,10,10,9,21,8,NA,0,4,"Rain",141
2012-05-08,"2012-5-8",18,14,11,11,9,9,94,79,56,1010,1007,1006,10,10,10,19,11,NA,0,4,"Rain",198
2012-05-09,"2012-5-9",16,13,11,14,12,9,100,88,77,1010,1008,1006,10,8,2,21,10,NA,0,6,"Rain",198
2012-05-10,"2012-5-10",18,17,15,15,14,12,94,87,77,1013,1009,1006,10,10,6,27,21,48,0,6,"Rain",213
2012-05-11,"2012-5-11",16,13,10,12,6,1,82,62,42,1033,1022,1013,10,10,10,35,23,45,0,4,"",269
2012-05-12,"2012-5-12",14,10,7,5,2,-1,76,58,36,1038,1037,1033,10,10,10,19,13,39,0,3,"",345
2012-05-13,"2012-5-13",17,12,7,6,4,1,81,59,36,1037,1030,1022,10,10,10,24,10,NA,0,2,"",223
2012-05-14,"2012-5-14",12,10,8,9,6,3,88,76,66,1022,1016,1012,10,10,10,24,18,NA,0,4,"Rain",230
2012-05-15,"2012-5-15",12,9,6,6,4,3,93,79,54,1023,1015,1011,10,10,6,27,16,52,0,4,"Rain",286
2012-05-16,"2012-5-16",14,9,5,5,2,0,87,61,38,1026,1025,1023,10,10,10,21,13,NA,0,2,"",284
2012-05-17,"2012-5-17",14,11,9,7,4,2,82,65,47,1024,1017,1009,10,10,10,24,11,NA,0,1,"",131
2012-05-18,"2012-5-18",16,13,10,11,8,6,88,74,59,1009,1004,1003,10,10,9,19,14,NA,0,5,"Rain",110
2012-05-19,"2012-5-19",17,13,10,11,9,7,94,76,55,1012,1009,1006,10,9,7,16,11,NA,0,5,"",266
2012-05-20,"2012-5-20",13,11,9,9,8,6,87,82,72,1012,1010,1009,10,10,10,19,13,NA,0,7,"",13
2012-05-21,"2012-5-21",15,12,10,12,9,8,88,83,72,1010,1009,1008,10,10,7,24,14,NA,0,6,"",335
2012-05-22,"2012-5-22",23,17,11,16,13,10,94,75,60,1019,1014,1010,10,8,4,19,14,NA,0,6,"",331
2012-05-23,"2012-5-23",24,18,13,17,14,11,94,76,57,1025,1022,1019,10,8,5,11,8,NA,0,4,"",337
2012-05-24,"2012-5-24",25,19,14,18,16,13,100,78,61,1027,1026,1025,9,5,3,14,6,NA,0,5,"",75
2012-05-25,"2012-5-25",23,19,15,15,12,6,94,65,35,1025,1023,1022,10,6,2,34,13,NA,0,NA,"",75
2012-05-26,"2012-5-26",24,19,15,13,10,5,88,58,31,1022,1020,1019,10,9,6,34,18,NA,0,NA,"",75
2012-05-27,"2012-5-27",25,19,14,13,10,7,77,57,32,1020,1019,1018,10,10,10,26,11,NA,0,NA,"",84
2012-05-28,"2012-5-28",27,20,14,15,12,11,82,62,39,1019,1017,1016,10,10,8,23,6,NA,0,3,"",70
2012-05-29,"2012-5-29",21,17,14,15,13,11,94,72,60,1018,1017,1017,10,9,5,19,13,NA,0,4,"",26
2012-05-30,"2012-5-30",24,18,13,14,12,10,94,67,41,1018,1017,1017,10,8,4,19,10,NA,0,3,"",220
2012-05-31,"2012-5-31",21,18,15,13,12,9,82,70,49,1019,1018,1017,10,10,10,35,18,NA,0,3,"Rain",259
2012-06-01,"2012-6-1",20,17,13,14,12,10,94,74,52,1020,1019,1018,10,9,4,19,10,NA,0,5,"Rain",358
2012-06-02,"2012-6-2",17,14,12,12,10,7,100,81,59,1018,1015,1010,10,9,4,27,19,NA,0,6,"Rain",86
2012-06-03,"2012-6-3",12,11,10,11,11,9,100,94,88,1009,1008,1006,10,7,3,29,23,NA,0,6,"Rain",86
2012-06-04,"2012-6-4",14,11,8,10,6,4,100,75,51,1020,1014,1007,10,9,5,26,14,35,0,5,"Rain",13
2012-06-05,"2012-6-5",15,11,8,11,8,6,94,79,55,1020,1014,1005,10,10,8,24,10,NA,0,5,"Rain",142
2012-06-06,"2012-6-6",19,16,13,13,11,10,94,78,60,1005,1002,1001,10,10,6,27,14,NA,0,4,"Rain",216
2012-06-07,"2012-6-7",18,16,13,14,12,9,94,83,67,1003,998,993,10,10,5,40,14,50,0,4,"Rain",172
2012-06-08,"2012-6-8",16,14,13,11,9,6,88,75,63,1006,999,993,10,10,8,39,31,61,0,5,"Rain",220
2012-06-09,"2012-6-9",19,16,12,9,6,3,77,57,37,1012,1009,1006,10,10,10,35,27,50,0,4,"Rain",253
2012-06-10,"2012-6-10",18,14,11,12,9,5,94,75,42,1012,1008,1004,10,9,5,16,10,NA,0,4,"Rain",134
2012-06-11,"2012-6-11",14,12,11,13,12,10,100,93,88,1004,1002,1001,10,6,2,19,14,NA,0,6,"Rain",28
2012-06-12,"2012-6-12",13,12,11,10,8,6,94,82,63,1014,1009,1004,10,10,6,16,11,NA,0,6,"Rain",2
2012-06-13,"2012-6-13",18,13,8,8,7,4,93,64,45,1019,1016,1014,10,10,10,13,5,NA,0,1,"",116
2012-06-14,"2012-6-14",18,13,9,11,8,5,88,72,45,1019,1016,1011,10,10,9,32,14,NA,0,3,"Rain",90
2012-06-15,"2012-6-15",18,16,13,13,11,8,94,75,52,1011,1008,1007,10,10,7,32,19,50,0,3,"Rain",194
2012-06-16,"2012-6-16",18,16,13,11,9,7,82,68,52,1011,1008,1007,10,10,10,42,23,60,0,4,"Rain",210
2012-06-17,"2012-6-17",20,17,13,11,9,7,82,64,46,1018,1016,1012,10,10,10,27,21,NA,0,4,"Rain",226
2012-06-18,"2012-6-18",19,16,12,11,9,6,88,69,45,1020,1017,1014,10,10,10,19,10,NA,0,5,"Rain",250
2012-06-19,"2012-6-19",21,16,11,11,9,7,88,64,43,1020,1019,1017,10,10,10,14,10,NA,0,2,"",226
2012-06-20,"2012-6-20",21,17,13,12,9,6,88,63,43,1018,1017,1013,10,10,10,24,10,NA,0,1,"",96
2012-06-21,"2012-6-21",20,16,12,16,13,9,100,83,63,1012,1006,1002,10,9,3,42,18,64,0,4,"Rain",155
2012-06-22,"2012-6-22",18,14,12,12,11,9,88,74,59,1017,1010,1007,10,10,10,37,24,55,0,4,"Rain",224
2012-06-23,"2012-6-23",20,16,12,12,9,6,82,67,43,1020,1019,1017,10,10,10,29,23,40,0,3,"Rain",232
2012-06-24,"2012-6-24",20,16,12,13,11,8,94,74,46,1018,1012,1008,10,10,5,39,18,53,0,5,"Rain",242
2012-06-25,"2012-6-25",21,17,13,13,11,9,88,66,49,1019,1017,1015,10,10,10,19,13,NA,0,4,"",268
2012-06-26,"2012-6-26",23,19,15,16,12,6,88,65,40,1020,1020,1019,10,10,10,23,11,NA,0,5,"",214
2012-06-27,"2012-6-27",23,20,18,17,16,15,88,78,64,1020,1017,1013,10,10,7,21,14,NA,0,4,"Rain",235
2012-06-28,"2012-6-28",28,22,16,20,16,11,94,72,39,1012,1005,1001,10,10,10,32,13,NA,0,1,"Rain",161
2012-06-29,"2012-6-29",21,17,14,13,12,10,88,71,49,1007,1005,1004,10,10,10,35,21,50,0,3,"",211
2012-06-30,"2012-6-30",21,17,14,14,11,8,94,69,46,1011,1008,1006,10,10,7,32,19,47,0,4,"Rain",213
2012-07-01,"2012-7-1",18,14,12,11,9,7,82,67,52,1018,1014,1011,10,10,10,29,19,47,0,2,"Rain",232
2012-07-02,"2012-7-2",19,16,13,15,12,9,94,79,56,1018,1015,1014,10,10,10,27,14,NA,0,4,"Rain",192
2012-07-03,"2012-7-3",19,17,16,16,15,14,94,86,73,1014,1014,1012,10,10,9,19,11,29,0,5,"Rain",189
2012-07-04,"2012-7-4",22,19,16,16,15,15,94,79,64,1012,1010,1008,10,10,6,21,11,34,0,5,"Rain",174
2012-07-05,"2012-7-5",24,20,16,15,12,10,88,66,49,1010,1009,1008,10,10,10,16,8,NA,0,3,"",199
2012-07-06,"2012-7-6",21,18,15,15,13,11,94,77,53,1009,1007,1006,10,10,7,19,8,NA,0,3,"Rain",188
2012-07-07,"2012-7-7",19,16,13,14,12,10,94,79,56,1009,1007,1005,10,10,7,23,11,37,0,4,"Rain",133
2012-07-08,"2012-7-8",19,17,15,15,14,13,94,88,68,1009,1005,1003,10,9,5,19,10,NA,0,4,"Rain",347
2012-07-09,"2012-7-9",19,17,15,14,13,12,94,81,64,1012,1011,1009,10,10,7,23,13,NA,0,5,"Rain",237
2012-07-10,"2012-7-10",18,16,14,14,12,10,88,80,63,1012,1011,1009,10,10,9,23,13,35,0,4,"Rain",233
2012-07-11,"2012-7-11",19,16,13,12,11,7,88,74,46,1011,1010,1010,10,10,10,29,16,39,0,4,"Rain-Thunderstorm",250
2012-07-12,"2012-7-12",19,14,11,13,10,7,94,76,46,1014,1012,1006,10,10,9,26,16,32,0,4,"Rain",230
2012-07-13,"2012-7-13",20,18,15,14,12,10,94,78,52,1006,1002,1000,10,10,9,27,18,NA,0,5,"Rain-Thunderstorm",231
2012-07-14,"2012-7-14",16,14,13,13,12,11,94,86,72,1011,1005,1000,10,10,4,26,14,NA,0,5,"Rain",266
2012-07-15,"2012-7-15",19,16,13,12,8,6,94,64,45,1021,1015,1011,10,10,7,24,13,NA,0,3,"Rain",265
2012-07-16,"2012-7-16",18,16,13,15,12,8,88,80,67,1021,1020,1017,10,10,5,29,18,48,0,6,"Rain",236
2012-07-17,"2012-7-17",23,18,14,17,14,12,94,75,60,1024,1022,1020,10,10,10,24,19,NA,0,4,"Rain",250
2012-07-18,"2012-7-18",19,17,15,16,14,12,88,81,68,1020,1013,1008,10,10,10,27,19,NA,0,6,"Rain",233
2012-07-19,"2012-7-19",20,17,14,13,11,8,88,69,49,1013,1010,1007,10,10,10,26,19,NA,0,4,"Rain",263
2012-07-20,"2012-7-20",18,16,13,13,12,10,94,81,59,1020,1016,1013,10,10,8,14,6,NA,0,4,"Rain",336
2012-07-21,"2012-7-21",20,16,12,11,9,7,94,69,43,1027,1024,1020,10,10,10,10,5,NA,0,4,"",82
2012-07-22,"2012-7-22",23,18,13,11,10,9,82,60,41,1028,1026,1025,10,10,10,16,10,NA,0,1,"",212
2012-07-23,"2012-7-23",27,20,14,13,11,8,72,52,32,1025,1023,1020,10,10,10,21,10,NA,0,NA,"",213
2012-07-24,"2012-7-24",28,22,17,15,12,10,77,54,32,1021,1018,1015,10,10,10,21,5,NA,0,NA,"",99
2012-07-25,"2012-7-25",29,23,17,15,13,11,83,59,35,1019,1016,1008,10,10,10,23,5,NA,0,2,"",87
2012-07-26,"2012-7-26",25,20,16,16,13,11,88,66,47,1020,1018,1016,10,9,7,21,11,NA,0,NA,"",86
2012-07-27,"2012-7-27",24,20,16,16,15,12,100,75,57,1016,1012,1010,10,7,2,14,5,NA,0,4,"",26
2012-07-28,"2012-7-28",22,18,15,11,8,3,72,54,35,1011,1010,1009,10,10,10,23,11,NA,0,6,"",282
2012-07-29,"2012-7-29",19,16,12,12,9,7,82,71,52,1014,1012,1011,10,10,10,37,14,NA,0,2,"Rain",236
2012-07-30,"2012-7-30",20,16,11,10,8,3,82,61,35,1016,1015,1014,10,10,10,29,18,NA,0,1,"",242
2012-07-31,"2012-7-31",21,16,12,16,13,10,94,80,64,1016,1014,1013,10,10,7,23,11,27,0,4,"Rain",211
2012-08-01,"2012-8-1",22,18,14,16,14,11,94,77,50,1013,1009,1007,10,10,7,26,10,34,0,3,"Rain",169
2012-08-02,"2012-8-2",21,18,16,15,13,11,88,73,56,1012,1010,1008,10,10,9,27,16,NA,0,4,"Rain",220
2012-08-03,"2012-8-3",22,18,14,14,12,9,88,70,46,1013,1012,1011,10,10,9,26,14,NA,0,3,"Rain",205
2012-08-04,"2012-8-4",20,18,15,15,13,11,94,76,56,1012,1010,1009,10,10,5,26,13,NA,0,3,"Rain",191
2012-08-05,"2012-8-5",22,18,14,14,12,11,94,74,50,1009,1007,1005,10,10,10,16,6,NA,0,2,"Rain",207
2012-08-06,"2012-8-6",21,18,16,14,12,11,88,72,53,1015,1009,1006,10,10,10,27,11,NA,0,3,"Rain",239
2012-08-07,"2012-8-7",20,16,12,14,11,10,94,75,52,1022,1020,1015,10,10,6,24,16,NA,0,3,"Rain",239
2012-08-08,"2012-8-8",23,19,16,16,14,11,94,73,50,1024,1022,1021,10,10,4,14,10,NA,0,4,"Rain",266
2012-08-09,"2012-8-9",25,20,15,16,13,11,88,68,41,1027,1025,1024,10,10,10,19,3,NA,0,2,"",113
2012-08-10,"2012-8-10",26,20,15,16,14,11,94,67,39,1027,1026,1024,10,10,8,19,5,35,0,3,"",88
2012-08-11,"2012-8-11",22,18,15,15,12,10,88,69,46,1025,1021,1016,10,9,7,29,14,NA,0,1,"",85
2012-08-12,"2012-8-12",26,21,16,16,14,11,94,69,39,1016,1012,1011,10,9,5,21,13,NA,0,1,"",113
2012-08-13,"2012-8-13",23,19,16,16,14,13,88,76,53,1012,1011,1010,10,10,9,19,10,32,0,3,"Rain",178
2012-08-14,"2012-8-14",24,20,17,17,15,13,94,72,50,1012,1011,1010,10,10,8,14,8,NA,0,3,"Rain",168
2012-08-15,"2012-8-15",23,20,17,18,15,11,94,76,56,1011,1007,1002,10,9,5,34,16,48,0,2,"Rain",124
2012-08-16,"2012-8-16",21,19,17,16,13,10,83,68,49,1016,1014,1010,10,10,10,23,14,NA,0,2,"Rain",191
2012-08-17,"2012-8-17",28,23,18,16,13,10,78,59,32,1015,1014,1013,10,10,10,27,16,NA,0,3,"Rain",161
2012-08-18,"2012-8-18",30,26,21,18,15,12,73,52,37,1016,1014,1011,10,10,10,19,11,NA,0,NA,"",229
2012-08-19,"2012-8-19",30,25,20,18,17,15,88,65,40,1017,1015,1013,10,10,10,19,5,NA,0,1,"Rain",254
2012-08-20,"2012-8-20",25,22,19,17,16,14,83,69,50,1021,1019,1017,10,10,10,19,11,NA,0,3,"",228
2012-08-21,"2012-8-21",23,20,17,16,14,11,83,70,47,1020,1017,1015,10,10,10,26,10,NA,0,2,"",235
2012-08-22,"2012-8-22",23,18,14,14,12,9,88,69,41,1018,1017,1016,10,10,10,26,19,NA,0,2,"Rain",245
2012-08-23,"2012-8-23",21,17,14,12,11,8,88,66,43,1018,1014,1009,10,10,10,19,13,NA,0,2,"",228
2012-08-24,"2012-8-24",21,18,15,15,12,10,94,72,52,1009,1005,1001,10,10,10,24,11,32,0,3,"Rain",191
2012-08-25,"2012-8-25",21,18,15,15,14,12,94,82,60,1006,1001,999,10,10,10,27,13,NA,0,4,"Rain",219
2012-08-26,"2012-8-26",21,18,15,13,11,6,82,64,40,1019,1014,1006,10,10,10,29,23,NA,0,4,"Rain",260
2012-08-27,"2012-8-27",21,17,13,14,12,11,94,71,53,1019,1014,1009,10,10,10,24,11,35,0,2,"Rain",183
2012-08-28,"2012-8-28",22,19,16,16,13,10,94,73,46,1016,1013,1009,10,10,9,26,14,NA,0,3,"Rain",224
2012-08-29,"2012-8-29",21,17,14,14,13,10,88,79,52,1015,1013,1011,10,10,10,37,13,48,0,3,"Rain",193
2012-08-30,"2012-8-30",17,14,11,14,11,4,94,79,62,1026,1016,1011,10,10,6,34,16,NA,0,4,"Rain",273
2012-08-31,"2012-8-31",18,13,8,8,5,3,81,57,39,1030,1028,1026,10,10,10,23,13,34,0,1,"Rain",311
2012-09-01,"2012-9-1",21,17,14,15,11,8,78,69,46,1028,1026,1023,10,10,10,23,10,NA,0,6,"Rain",236
2012-09-02,"2012-9-2",19,16,13,16,13,11,94,82,72,1026,1024,1023,10,10,5,21,14,NA,0,6,"Rain",246
2012-09-03,"2012-9-3",25,20,16,16,12,7,94,66,34,1027,1025,1024,10,9,6,11,6,NA,0,5,"",277
2012-09-04,"2012-9-4",25,20,15,16,13,9,88,71,50,1024,1023,1022,10,10,10,19,11,NA,0,5,"",272
2012-09-05,"2012-9-5",20,16,12,9,8,6,82,61,43,1030,1027,1025,10,10,10,19,13,NA,0,2,"",3
2012-09-06,"2012-9-6",22,16,10,11,8,5,87,60,35,1030,1028,1025,10,10,10,21,5,NA,0,NA,"",251
2012-09-07,"2012-9-7",26,19,13,11,8,4,82,55,24,1025,1024,1023,10,10,10,21,16,NA,0,NA,"",244
2012-09-08,"2012-9-8",28,20,13,11,8,2,77,51,20,1023,1020,1017,10,10,10,13,6,NA,0,NA,"",212
2012-09-09,"2012-9-9",28,20,12,14,10,5,88,61,23,1016,1011,1008,10,10,9,27,10,NA,0,3,"",172
2012-09-10,"2012-9-10",21,19,17,15,14,13,83,74,60,1011,1010,1009,10,10,7,29,19,NA,0,5,"Rain",217
2012-09-11,"2012-9-11",18,16,13,13,8,2,82,59,34,1016,1012,1009,10,10,10,29,21,NA,0,3,"Rain",262
2012-09-12,"2012-9-12",19,14,9,12,8,5,88,67,49,1016,1014,1011,10,10,10,27,16,NA,0,2,"Rain",251
2012-09-13,"2012-9-13",18,13,9,10,7,4,87,64,42,1021,1019,1015,10,10,10,23,13,NA,0,2,"",275
2012-09-14,"2012-9-14",20,17,14,13,10,7,77,64,46,1017,1013,1011,10,10,10,29,24,NA,0,5,"",267
2012-09-15,"2012-9-15",21,16,11,12,9,8,82,66,46,1018,1017,1015,10,10,10,16,11,NA,0,4,"",243
2012-09-16,"2012-9-16",19,17,14,13,11,9,88,73,56,1016,1013,1011,10,10,10,24,13,NA,0,6,"",234
2012-09-17,"2012-9-17",19,17,15,13,9,5,88,65,40,1013,1012,1011,10,10,10,26,18,NA,0,5,"Rain",237
2012-09-18,"2012-9-18",17,14,12,11,7,3,88,62,42,1019,1013,1010,10,10,10,29,18,40,0,2,"Rain",262
2012-09-19,"2012-9-19",17,13,9,6,4,1,76,58,34,1023,1022,1019,10,10,10,24,18,NA,0,2,"",260
2012-09-20,"2012-9-20",18,14,10,8,7,5,76,63,42,1023,1020,1019,10,10,10,23,13,NA,0,2,"",215
2012-09-21,"2012-9-21",17,13,11,12,8,6,94,72,52,1019,1015,1012,10,10,8,19,10,NA,0,3,"Rain",240
